"PLAYER","BASE.SALARY","SIGN.BONUS","ALL.BONUSES","CAP.VALUE","SALARY","POSITION","TEAM","YEAR"
"Clayton, Mark",350000,,,1467640,4012640,"Wide Receiver","ravens","2006"
"Bannan, Justin",6e+05,3e+06,,1351760,3601760,"Defensive Tackle","ravens","2006"
"Mason, Derrick",3e+06,,,4401540,3001540,"Wide Receiver","ravens","2006"
"Anderson, Mike",1e+06,2e+06,,1501320,3001320,"Running Back","ravens","2006"
"Rolle, Samari",3e+06,,,5201100,3001100,"Cornerback","ravens","2006"
"Mulitalo, Edwin",2e+06,,,2855818,2005390,"Outside Linebacker","ravens","2006"
"Boller, Kyle",1633750,,,2749840,1638590,"Quarterback","ravens","2006"
"Flynn, Mike",1580000,,,2381650,1581650,"Outside Linebacker","ravens","2006"
"Pashos, Tony",1573000,,,1575310,1575310,"Outside Linebacker","ravens","2006"
"Johnson, Jarret",1573000,,,1574650,1574650,"Defensive End","ravens","2006"
"Ngata, Haloti",275000,,,1515000,1515000,"Defensive Tackle","ravens","2006"
"Thomas, Adalius",1465000,,,2565880,1465880,"Linebacker","ravens","2006"
"Chester, Chris",275000,1060000,,540000,1335000,"Outside Linebacker","ravens","2006"
"Vincent, Keydrick",1250000,,,1668536,1251870,"Outside Linebacker","ravens","2006"
"Gregg, Kelly",1200000,,,1601540,1201540,"Defensive Tackle","ravens","2006"
"Stills, Gary",710000,3e+05,,811980,1011980,"Linebacker","ravens","2006"
"Wilcox, Daniel",6e+05,4e+05,,734983,1001650,"Tight End","ravens","2006"
"Stover, Matt",9e+05,,3960,1183960,903960,"Punter/Kicker","ravens","2006"
"Ivy, Corey",585000,250000,,671963,838630,"Cornerback","ravens","2006"
"Cody, Dan",310000,,,668613,805280,"Defensive End","ravens","2006"
"Pittman, David",275000,492500,,439166,767500,"Cornerback","ravens","2006"
"Terry, Adam",350000,,,594480,761980,"Outside Linebacker","ravens","2006"
"Franklin, Aubrayo",721600,,,726330,726330,"Defensive Tackle","ravens","2006"
"Mughelli, Ovie",721600,,,724350,724350,"Running Back","ravens","2006"
"Smith, Musa",721600,,,723030,723030,"Running Back","ravens","2006"
"Sapp, Gerome",721600,,,721600,721600,"Safety","ravens","2006"
"Williams, Demetrius",275000,335000,,386666,610000,"Wide Receiver","ravens","2006"
"Daniels, P.J.",275000,280000,,368333,555000,"Running Back","ravens","2006"
"Suggs, Terrell",5e+05,,,2206910,500660,"Defensive End","ravens","2006"
"Edwards, Dwan",425000,,,755720,430720,"Defensive Tackle","ravens","2006"
"Sams, B.J.",425000,,,430280,430280,"Running Back","ravens","2006"
"Rimpf, Brian",425000,,,429400,429400,"Outside Linebacker","ravens","2006"
"Darling, Devard",425000,,,592860,427860,"Wide Receiver","ravens","2006"
"Landry, Dawan",275000,129000,,318000,404000,"Safety","ravens","2006"
"Sypniewski, Quinn",275000,104500,,309833,379500,"Tight End","ravens","2006"
"Oglesby, Evan",350000,,,356160,356160,"Cornerback","ravens","2006"
"Brown, Jason",350000,,,458556,355390,"Outside Linebacker","ravens","2006"
"Katula, Matt",350000,,,2455060,355060,"Outside Linebacker","ravens","2006"
"Smith, Mike",350000,,,354070,354070,"Linebacker","ravens","2006"
"Koch, Sam",275000,54490,54490,293163,329490,"Punter/Kicker","ravens","2006"
"Martin, Derrick",275000,49950,,291650,324950,"Cornerback","ravens","2006"
"Green, Justin",350000,,,357879,317379,"Running Back","ravens","2006"
"Ross, Cory",275000,1500,,276500,276500,"Running Back","ravens","2006"
"Prude, Ronnie",275000,1000,,276000,276000,"Cornerback","ravens","2006"
"Moore, Clarence",425000,,,275000,275000,"Wide Receiver","ravens","2006"
"Luchey, Nicolas",710000,,,1e+05,167058,"Running Back","ravens","2006"
"Haley, Dennis",350000,,,164705,164705,"Linebacker","ravens","2006"
"Johnson, Tim",585000,,,1e+05,137647,"Linebacker","ravens","2006"
"Ndukwe, Ikechuku",275000,,,113235,113235,"Outside Linebacker","ravens","2006"
"McGahee, Willis",595000,7500000,,1845840,8095840,"Running Back","ravens","2007"
"Pryce, Trevor",2e+06,5e+06,,4250240,7000240,"Defensive End","ravens","2007"
"Reed, Ed",595000,7500000,,3095360,6595360,"Safety","ravens","2007"
"McAlister, Chris",6500000,3957494,,9407442,6500360,"Cornerback","ravens","2007"
"Lewis, Ray",6500000,1e+07,,9428571,6500000,"Linebacker","ravens","2007"
"Ngata, Haloti",360000,,,1895670,6496920,"Defensive Tackle","ravens","2007"
"Ogden, Jonathan",820000,,,4823365,6110120,"Outside Linebacker","ravens","2007"
"Johnson, Jarret",6e+05,5400000,,1682520,6002520,"Defensive End","ravens","2007"
"Suggs, Terrell",5e+06,2e+06,,5756250,5e+06,"Defensive End","ravens","2007"
"McNair, Steve",3e+06,,,5451200,4001200,"Quarterback","ravens","2007"
"Gregg, Kelly",8e+05,2500000,,1617746,3301080,"Defensive Tackle","ravens","2007"
"Boller, Kyle",6e+05,2500000,,2329970,3103720,"Quarterback","ravens","2007"
"Mason, Derrick",3e+06,7e+06,,4401200,3001200,"Wide Receiver","ravens","2007"
"Rolle, Samari",3e+06,1.1e+07,,5200360,3000360,"Cornerback","ravens","2007"
"Heap, Todd",2700000,,,4901680,2701680,"Tight End","ravens","2007"
"Scott, Bart",2600000,6500000,,4768106,2601440,"Linebacker","ravens","2007"
"Flynn, Mike",2e+06,4e+06,,2801560,2001560,"Outside Linebacker","ravens","2007"
"Grubbs, Ben",285000,1e+06,,1040000,1840000,"Outside Linebacker","ravens","2007"
"Anderson, Mike",1200000,2e+06,,1700360,1200360,"Running Back","ravens","2007"
"Stover, Matt",1e+06,1400000,1404200,1304200,1004200,"Punter/Kicker","ravens","2007"
"Bannan, Justin",1e+06,3e+06,,1752760,1002760,"Defensive Tackle","ravens","2007"
"Smith, Musa",595000,4e+05,,997040,997040,"Running Back","ravens","2007"
"Figurs, Yamon",285000,578500,,477833,863500,"Wide Receiver","ravens","2007"
"Sams, B.J.",850000,,,854440,854440,"Running Back","ravens","2007"
"Darling, Devard",850000,,,852520,852520,"Wide Receiver","ravens","2007"
"Yanda, Marshal",285000,502700,,452566,787700,"Outside Linebacker","ravens","2007"
"Wilcox, Daniel",780000,4e+05,,915733,782400,"Tight End","ravens","2007"
"Stills, Gary",720000,,,823360,723360,"Linebacker","ravens","2007"
"Sapp, Gerome",595000,35000,,472040,632040,"Safety","ravens","2007"
"Ivy, Corey",595000,250000,,682293,598960,"Cornerback","ravens","2007"
"Barnes, Antwan",285000,287000,,380666,572000,"Linebacker","ravens","2007"
"McClain, Le'Ron",285000,279000,,378000,564000,"Running Back","ravens","2007"
"Clayton, Mark",555000,1e+06,,1671440,556440,"Wide Receiver","ravens","2007"
"Greisen, Nick",,,,,525000,"Linebacker","ravens","2007"
"Edwards, Dwan",510000,1150000,,840880,515880,"Defensive Tackle","ravens","2007"
"Smith, Mike",435000,,,441240,441240,"Linebacker","ravens","2007"
"Katula, Matt",435000,,,440160,440160,"Outside Linebacker","ravens","2007"
"Green, Justin",435000,121500,,480300,439800,"Running Back","ravens","2007"
"Brown, Jason",435000,309500,,542608,439440,"Outside Linebacker","ravens","2007"
"Terry, Adam",435000,7e+05,,679420,436920,"Outside Linebacker","ravens","2007"
"Gaither, Jared",285000,113000,,322666,398000,"Outside Linebacker","ravens","2007"
"Smith, Troy",285000,105000,,320000,390000,"Quarterback","ravens","2007"
"Cody, Dan",385000,760000,,741933,388600,"Defensive End","ravens","2007"
"Koch, Sam",360000,54490,60850,384523,366360,"Punter/Kicker","ravens","2007"
"Pittman, David",360000,492500,,530526,366360,"Cornerback","ravens","2007"
"Martin, Derrick",360000,49950,,382770,366120,"Cornerback","ravens","2007"
"Sypniewski, Quinn",360000,104500,,400953,366120,"Tight End","ravens","2007"
"Landry, Dawan",360000,129000,,408880,365880,"Safety","ravens","2007"
"Winborne, Jamaine",360000,,,365880,365880,"Cornerback","ravens","2007"
"Prude, Ronnie",360000,,,365760,365760,"Cornerback","ravens","2007"
"Chester, Chris",360000,1060000,,629680,364680,"Outside Linebacker","ravens","2007"
"Daniels, P.J.",360000,280000,,457533,364200,"Running Back","ravens","2007"
"Williams, Demetrius",360000,335000,,474666,363000,"Wide Receiver","ravens","2007"
"Burgess, Prescott",285000,56750,,303916,341750,"Linebacker","ravens","2007"
"Jones, Edgar",285000,1000,,286000,286000,"Defensive End","ravens","2007"
"Ndukwe, Ikechuku",,,,,254117,"Outside Linebacker","ravens","2007"
"Kracalik, Mike",,,,,201176,"Outside Linebacker","ravens","2007"
"Suggs, Terrell",8475000,,,8475000,8475000,"Defensive End","ravens","2008"
"McAlister, Chris",8e+06,3957494,,10907322,8000240,"Cornerback","ravens","2008"
"Lewis, Ray",6500000,1e+07,,9428814,6500240,"Linebacker","ravens","2008"
"Rolle, Samari",1400000,,,4100480,4200480,"Cornerback","ravens","2008"
"Anderson, Willie",830000,1670000,,1386666,3500000,"Outside Linebacker","ravens","2008"
"Scott, Bart",3400000,6500000,,5569308,3402640,"Linebacker","ravens","2008"
"Gregg, Kelly",3e+06,2500000,,4021346,3004680,"Defensive Tackle","ravens","2008"
"Heap, Todd",730000,2270000,,3502180,3004680,"Tight End","ravens","2008"
"Mason, Derrick",3e+06,7e+06,,4401800,3001800,"Wide Receiver","ravens","2008"
"Pryce, Trevor",3e+06,5e+06,,5250240,3000240,"Defensive End","ravens","2008"
"Douglas, Marques",1e+06,,,1e+06,2605760,"Defensive End","ravens","2008"
"Ayanbadejo, Brendon",615000,1900000,,1095160,2520160,"Linebacker","ravens","2008"
"Ngata, Haloti",445000,,,1982590,2073840,"Defensive End","ravens","2008"
"Boller, Kyle",2e+06,2500000,,3255640,2005640,"Quarterback","ravens","2008"
"Johnson, Jarret",2e+06,5400000,,3335280,2005280,"Linebacker","ravens","2008"
"Walker, Frank",650000,1250000,,1278960,1903960,"Cornerback","ravens","2008"
"Rice, Ray",295000,1110000,,916500,1749000,"Running Back","ravens","2008"
"Greisen, Nick",650000,1e+06,,988373,1655040,"Linebacker","ravens","2008"
"Bannan, Justin",1500000,3e+06,,2253000,1503000,"Defensive Tackle","ravens","2008"
"Brown, Jason",1417000,,,1422040,1422040,"Outside Linebacker","ravens","2008"
"Grubbs, Ben",370000,1e+06,,1255400,1400400,"Outside Linebacker","ravens","2008"
"Katula, Matt",520000,850000,,695160,1375160,"Outside Linebacker","ravens","2008"
"Flacco, Joe",295000,,,1300000,1300000,"Quarterback","ravens","2008"
"Stover, Matt",1200000,1400000,,1482520,1252520,"Punter/Kicker","ravens","2008"
"Washington, Fabian",750000,1057000,,707562,1001680,"Cornerback","ravens","2008"
"Wilcox, Daniel",960000,4e+05,,1097894,964560,"Tight End","ravens","2008"
"Gooden, Tavares",295000,610100,,498366,905100,"Linebacker","ravens","2008"
"Bouman, Todd",830000,,,445000,830000,"Quarterback","ravens","2008"
"Neal, Lorenzo",830000,,,445000,830000,"Running Back","ravens","2008"
"Clayton, Mark",8e+05,1e+06,,1918600,828600,"Wide Receiver","ravens","2008"
"Zbikowski, Tom",295000,516000,,467000,811000,"Safety","ravens","2008"
"Cousins, Oniel",295000,443500,,442833,738500,"Outside Linebacker","ravens","2008"
"Ivy, Corey",730000,250000,,818014,734680,"Cornerback","ravens","2008"
"Chester, Chris",445000,1060000,,715280,700280,"Outside Linebacker","ravens","2008"
"Smith, Marcus",295000,369125,,418041,664125,"Wide Receiver","ravens","2008"
"Edwards, Dwan",605000,1150000,,935760,610760,"Defensive Tackle","ravens","2008"
"McGahee, Willis",605000,7500000,,3105600,605600,"Running Back","ravens","2008"
"Reed, Ed",605000,7500000,,3405240,605240,"Safety","ravens","2008"
"Hale, David",295000,294500,,393166,589500,"Outside Linebacker","ravens","2008"
"Oglesby, Evan",520000,,,520000,526720,"Cornerback","ravens","2008"
"Terry, Adam",520000,7e+05,,767660,525160,"Outside Linebacker","ravens","2008"
"Leonhard, Jim",520000,,,523000,523000,"Safety","ravens","2008"
"Sypniewski, Quinn",445000,104500,,485954,451120,"Tight End","ravens","2008"
"Landry, Dawan",445000,129000,,493640,450640,"Safety","ravens","2008"
"Martin, Derrick",445000,49950,,441113,450640,"Cornerback","ravens","2008"
"Koch, Sam",445000,54490,,468324,450160,"Punter/Kicker","ravens","2008"
"Williams, Demetrius",445000,335000,,561588,449920,"Wide Receiver","ravens","2008"
"Daniels, P.J.",445000,280000,,543134,449800,"Running Back","ravens","2008"
"Smith, Troy",370000,105000,,410640,375640,"Quarterback","ravens","2008"
"Yanda, Marshal",370000,502700,,542966,375400,"Outside Linebacker","ravens","2008"
"Figurs, Yamon",370000,578500,,567633,374800,"Wide Receiver","ravens","2008"
"Burgess, Prescott",370000,56750,,238596,374680,"Linebacker","ravens","2008"
"Gaither, Jared",370000,113000,,412346,374680,"Outside Linebacker","ravens","2008"
"Barnes, Antwan",370000,287000,,468186,372520,"Linebacker","ravens","2008"
"McClain, Le'Ron",370000,279000,,463960,370960,"Running Back","ravens","2008"
"Nakamura, Haruki",295000,53300,,312766,348300,"Safety","ravens","2008"
"McClain, Jameel",295000,3000,,298000,298000,"Linebacker","ravens","2008"
"Talavou, Kelly",295000,,,202400,297400,"Defensive Tackle","ravens","2008"
"Divens, Lamar",295000,2000,,295000,297000,"Defensive Tackle","ravens","2008"
"Kuhn, Scott",295000,1000,,201000,296000,"Tight End","ravens","2008"
"Suggs, Terrell",1e+06,10100000,,7020000,15100000,"Defensive End","ravens","2009"
"Lewis, Ray",1e+06,6250000,,5006240,10006240,"Linebacker","ravens","2009"
"Flacco, Joe",1535000,,,4881760,8601760,"Quarterback","ravens","2009"
"Foxworth, Domonique",620000,4e+06,,5006240,8006240,"Cornerback","ravens","2009"
"Birk, Matt",1e+06,3e+06,,4006240,6006240,"Outside Linebacker","ravens","2009"
"Pryce, Trevor",4e+06,,,6250000,4e+06,"Defensive End","ravens","2009"
"Reed, Ed",3600000,,,6404160,3604160,"Safety","ravens","2009"
"Heap, Todd",3600000,,,6367500,3600000,"Tight End","ravens","2009"
"Johnson, Jarret",1983181,1305000,,4462470,3290651,"Linebacker","ravens","2009"
"Carr, Chris",1e+06,1e+06,,2506240,3006240,"Cornerback","ravens","2009"
"Mason, Derrick",3e+06,,,4404160,3004160,"Wide Receiver","ravens","2009"
"Rolle, Samari",850000,1300000,,1830200,2805200,"Cornerback","ravens","2009"
"Clayton, Mark",2070000,,,3191760,2076760,"Wide Receiver","ravens","2009"
"Bannan, Justin",2e+06,,,2755720,2005720,"Defensive Tackle","ravens","2009"
"Gregg, Kelly",1933636,,,3103846,1938316,"Defensive Tackle","ravens","2009"
"Washington, Fabian",1715000,,,1721760,1721760,"Cornerback","ravens","2009"
"Walker, Frank",1600000,,,2231760,1606760,"Cornerback","ravens","2009"
"Koch, Sam",1545000,,,1551760,1551760,"Punter/Kicker","ravens","2009"
"Smith, L.J.",1e+06,5e+05,,1506760,1506760,"Tight End","ravens","2009"
"McKinney, Brandon",1e+06,5e+05,,1172906,1506240,"Defensive Tackle","ravens","2009"
"Kruger, Paul",310000,1e+06,,560000,1310000,"Defensive End","ravens","2009"
"Oher, Michael",310000,,,1252000,1252000,"Outside Linebacker","ravens","2009"
"Moll, Tony",1010000,145000,,1010000,1161110,"Outside Linebacker","ravens","2009"
"Landry, Dawan",1010000,,,1016760,1016760,"Safety","ravens","2009"
"Sypniewski, Quinn",1010000,,,1016760,1016760,"Tight End","ravens","2009"
"Williams, Demetrius",1010000,,,1016760,1016760,"Wide Receiver","ravens","2009"
"Edwards, Dwan",1e+06,,,1206760,1006760,"Defensive Tackle","ravens","2009"
"Ayanbadejo, Brendon",840000,,,1321760,846760,"Linebacker","ravens","2009"
"Webb, Lardarius",310000,529520,,486506,839520,"Cornerback","ravens","2009"
"Ngata, Haloti",823750,,,2357500,823750,"Defensive End","ravens","2009"
"Rice, Ray",385000,,,669260,735760,"Running Back","ravens","2009"
"Katula, Matt",640000,,,816760,646760,"Outside Linebacker","ravens","2009"
"Terry, Adam",620000,,,869260,626760,"Outside Linebacker","ravens","2009"
"Washington, Kelley",620000,,,462600,622600,"Wide Receiver","ravens","2009"
"McGahee, Willis",620000,,,3120000,620000,"Running Back","ravens","2009"
"Tyree, David",620000,,,324705,620000,"Wide Receiver","ravens","2009"
"Grubbs, Ben",570000,,,1456760,576760,"Outside Linebacker","ravens","2009"
"Chester, Chris",535000,,,806760,541760,"Outside Linebacker","ravens","2009"
"Barnes, Antwan",460000,,,562428,466760,"Linebacker","ravens","2009"
"Gaither, Jared",460000,,,504428,466760,"Outside Linebacker","ravens","2009"
"Jones, Edgar",460000,,,466760,466760,"Tight End","ravens","2009"
"McClain, Le'Ron",460000,,,559760,466760,"Running Back","ravens","2009"
"Smith, Troy",460000,,,501760,466760,"Quarterback","ravens","2009"
"Yanda, Marshal",460000,,,634328,466760,"Outside Linebacker","ravens","2009"
"Phillips, Jason",310000,156050,,362016,466050,"Linebacker","ravens","2009"
"Beck, John",460000,,,463640,463640,"Quarterback","ravens","2009"
"Burgess, Prescott",460000,,,351765,460000,"Linebacker","ravens","2009"
"Cousins, Oniel",385000,,,539593,391760,"Outside Linebacker","ravens","2009"
"Divens, Lamar",385000,,,236760,391760,"Defensive Tackle","ravens","2009"
"Gooden, Tavares",385000,,,595126,391760,"Linebacker","ravens","2009"
"Hale, David",385000,,,489926,391760,"Outside Linebacker","ravens","2009"
"McClain, Jameel",385000,,,391760,391760,"Linebacker","ravens","2009"
"Nakamura, Haruki",385000,,,409526,391760,"Safety","ravens","2009"
"Parmele, Jalen",385000,,,391760,391760,"Running Back","ravens","2009"
"Smith, Marcus",385000,,6760,514801,391760,"Wide Receiver","ravens","2009"
"Zbikowski, Tom",385000,,,563760,391760,"Safety","ravens","2009"
"Talavou, Kelly",310000,,,316760,316760,"Defensive Tackle","ravens","2009"
"Ellerbe, Dannell",310000,2000,,312000,312000,"Linebacker","ravens","2009"
"Ryan, Greg",310000,2000,,217000,312000,"Outside Linebacker","ravens","2009"
"Gerard, K.J.",310000,1000,,311000,311000,"Cornerback","ravens","2009"
"Saucedo, Lou",310000,,,215000,310000,"Outside Linebacker","ravens","2009"
"Glenn, Tarik",8e+05,1e+07,,2966666,11300000,"Outside Linebacker","colts","2002"
"Manning, Peyton",6298000,,,10334483,6301150,"Quarterback","colts","2002"
"Bratzke, Chad",3500000,,,6985940,4501440,"Defensive End","colts","2002"
"James, Edgerrin",1250000,2875000,,3932321,4460000,"Running Back","colts","2002"
"Harris, Walt",585000,3250000,,1385000,3985000,"Cornerback","colts","2002"
"Freeney, Dwight",944000,3e+06,,1372571,3944000,"Defensive End","colts","2002"
"Meadows, Adam",2e+06,1500000,,3751710,3501710,"Outside Linebacker","colts","2002"
"Harrison, Marvin",525000,2475000,,3734590,3e+06,"Wide Receiver","colts","2002"
"Ismail, Qadry",650000,1200000,,1051440,1851440,"Wide Receiver","colts","2002"
"Tripplett, Larry",225000,1600000,,625000,1825000,"Defensive Tackle","colts","2002"
